nbr_ba_id,var_ba_nombre,"var_ba_status",nbr_pol_id
1615,San Diego,"En vigencia",1615
1616,San Diego,"En vigencia",1616
1617,San Diego,"En vigencia",1617
1618,San Diego,"En vigencia",1618
1619,Cotocollao,"En vigencia",1619
1620,Itchimbía,"En vigencia",1620
1621,San Diego,"En vigencia",1621
1622,Solanda,"En vigencia",1622
1623,San Diego,"En vigencia",1623
1624,La Ferroviaria,"En vigencia",1624
1625,Guamaní,"En vigencia",1625
1626,San Roque,"En vigencia",1626
1627,San Roque,"En vigencia",1627
1628,San Diego,"En vigencia",1628
1629,San Diego,"En vigencia",1629
1630,San Diego,"En vigencia",1630
1631,San Diego,"En vigencia",1631
1632,San Roque,"En vigencia",1632
1633,San Diego,"En vigencia",1633
1634,San Diego,"En vigencia",1634
1635,Guamaní,"En vigencia",1635
1636,La Magdalena,"En vigencia",1636
1637,San Diego,"En vigencia",1637
1638,La Libertad,"En vigencia",1638
1639,San Diego,"En vigencia",1639
1640,San Diego,"En vigencia",1640
1641,Jipijapa,"En vigencia",1641
1642,San Roque,"En vigencia",1642
1643,San Diego,"En vigencia",1643
1644,San Bartolo,"En vigencia",1644
1645,Puengasí,"En vigencia",1645
1646,San Diego,"En vigencia",1646
1647,Chilibulo,"En vigencia",1647
1648,San Roque,"En vigencia",1648
1649,San Juan,"En vigencia",1649
1650,San Diego,"En vigencia",1650
1651,San Diego,"En vigencia",1651
1652,San Juan,"En vigencia",1652
1653,Chimbacalle,"En vigencia",1653
1654,San Diego,"En vigencia",1654
1655,La Ecuatoriana,"En vigencia",1655
1656,San Diego,"En vigencia",1656
1657,Jipijapa,"En vigencia",1657
1658,San Diego,"En vigencia",1658
1659,La Libertad,"En vigencia",1659
1660,San Diego,"En vigencia",1660
1661,San Diego,"No existe",1661
1662,San Diego,"En vigencia",1662
1663,San Diego,"En vigencia",1663
1664,San Diego,"En vigencia",1664
1665,San Diego,"En vigencia",1665
1666,La Magdalena,"En vigencia",1666
1667,Itchimbía,"En vigencia",1667
1668,Ponceano,"En vigencia",1668
1669,Chilibulo,"En vigencia",1669
1670,Turubamba,"En vigencia",1670
1671,San Diego,"En vigencia",1671
1672,San Diego,"En vigencia",1672
1673,Guamaní,"En vigencia",1673
1674,San Diego,"En vigencia",1674
1675,San Diego,"En vigencia",1675
1676,San Diego,"En vigencia",1676
1677,La Mena,"En vigencia",1677
1678,San Diego,"En vigencia",1678
1679,San Diego,"En vigencia",1679
1680,San Diego,"En vigencia",1680
1681,San Roque,"En vigencia",1681
1682,San Diego,"En vigencia",1682
1683,La Magdalena,"En vigencia",1683
1684,El Condado,"En vigencia",1684
1685,San Diego,"En vigencia",1685
1686,San Diego,"En vigencia",1686
1687,Belisario Quevedo,"En vigencia",1687
1688,San Diego,"En vigencia",1688
1689,San Diego,"En vigencia",1689
1690,San Diego,"En vigencia",1690
1691,San Diego,"En vigencia",1691
1692,San Diego,"En vigencia",1692
1693,San Diego,"En vigencia",1693
1694,San Diego,"En vigencia",1694
1695,La Concepción,"En vigencia",1695
1696,San Diego,"En vigencia",1696
1697,San Diego,"En vigencia",1697
1698,San Diego,"En vigencia",1698
1699,San Diego,"En vigencia",1699
1700,San Diego,"En vigencia",1700
1701,San Diego,"En vigencia",1701
1702,San Diego,"En vigencia",1702
1703,San Diego,"En vigencia",1703
1704,San Diego,"En vigencia",1704
1705,San Diego,"En vigencia",1705
1706,San Diego,"En vigencia",1706
1707,La Magdalena,"En vigencia",1707
1708,San Roque,"En vigencia",1708
1709,San Diego,"En vigencia",1709
1710,San Diego,"En vigencia",1710
1711,Centro Histórico,"En vigencia",1711
1712,Mariscal Sucre,"En vigencia",1712
1713,San Diego,"En vigencia",1713
1714,La Concepción,"En vigencia",1714
1715,Rumipamba,"En vigencia",1715
1716,San Diego,"En vigencia",1716
1717,San Diego,"En vigencia",1717
1718,San Diego,"En vigencia",1718
1719,La Mena,"En vigencia",1719
1720,San Diego,"En vigencia",1720
1721,San Diego,"En vigencia",1721
1722,San Diego,"No existe",1722
1723,San Roque,"En vigencia",1723
1724,Rumipamba,"En vigencia",1724
1725,Guamaní,"En vigencia",1725
1726,La Argelia,"En vigencia",1726
1727,San Diego,"En vigencia",1727
1728,San Diego,"En vigencia",1728
1729,San Diego,"En vigencia",1729
1730,San Diego,"No existe",1730
1731,San Diego,"En vigencia",1731
1732,La Ferroviaria,"En vigencia",1732
1733,La Argelia,"En vigencia",1733
1734,San Diego,"En vigencia",1734
1735,Chilibulo,"En vigencia",1735
1736,San Diego,"En vigencia",1736
1737,San Roque,"En vigencia",1737
1738,San Diego,"En vigencia",1738
1739,San Diego,"En vigencia",1739
1740,Jipijapa,"En vigencia",1740
1741,San Roque,"En vigencia",1741
1742,San Diego,"En vigencia",1742
1743,San Diego,"En vigencia",1743
1744,Rumipamba,"En vigencia",1744
1745,San Diego,"En vigencia",1745
1746,La Magdalena,"En vigencia",1746
1747,San Diego,"En vigencia",1747
1748,San Diego,"En vigencia",1748
1749,La Argelia,"En vigencia",1749
1750,San Diego,"En vigencia",1750
1751,San Diego,"En vigencia",1751
1752,San Roque,"En vigencia",1752
1753,San Diego,"En vigencia",1753
1754,San Diego,"En vigencia",1754
1755,San Roque,"En vigencia",1755
1756,San Diego,"En vigencia",1756
1757,San Diego,"En vigencia",1757
1758,La Ecuatoriana,"En vigencia",1758
1759,San Diego,"En vigencia",1759
1760,El Condado,"En vigencia",1760
1761,La Concepción,"En vigencia",1761
1762,San Diego,"En vigencia",1762
1763,San Diego,"En vigencia",1763
1764,San Diego,"En vigencia",1764
1765,San Diego,"En vigencia",1765
1766,San Roque,"En vigencia",1766
1767,San Diego,"En vigencia",1767
1768,Chilibulo,"En vigencia",1768
1769,La Mena,"En vigencia",1769
1770,San Diego,"En vigencia",1770
1771,San Diego,"En vigencia",1771
1772,San Diego,"En vigencia",1772
1773,Centro Histórico,"En vigencia",1773
1774,San Diego,"En vigencia",1774
1775,San Diego,"En vigencia",1775
1776,San Diego,"En vigencia",1776
1777,Turubamba,"En vigencia",1777
1778,Rumipamba,"En vigencia",1778
1779,San Diego,"En vigencia",1779
1780,San Roque,"En vigencia",1780
1781,San Diego,"En vigencia",1781
1782,San Diego,"En vigencia",1782
1783,Chimbacalle,"En vigencia",1783
1784,La Argelia,"En vigencia",1784
1785,San Diego,"En vigencia",1785
1786,Cochapamba,"En vigencia",1786
1787,San Diego,"En vigencia",1787
1788,La Argelia,"En vigencia",1788
1789,San Diego,"En vigencia",1789
1790,Kennedy,"En vigencia",1790
1791,San Diego,"En vigencia",1791
1792,Itchimbía,"En vigencia",1792
1793,Comité del Pueblo,"En vigencia",1793
1794,San Diego,"En vigencia",1794
1795,San Diego,"En vigencia",1795
1796,San Diego,"En vigencia",1796
1797,La Magdalena,"En vigencia",1797
1798,Puengasí,"En vigencia",1798
1799,San Diego,"En vigencia",1799
1800,San Roque,"En vigencia",1800
1801,San Diego,"En vigencia",1801
1802,La Concepción,"No existe",1802
1803,San Diego,"En vigencia",1803
1804,San Diego,"En vigencia",1804
1805,San Diego,"En vigencia",1805
1806,San Diego,"En vigencia",1806
1807,Calderón,"En vigencia",1807
1808,Guamaní,"En vigencia",1808
1809,San Diego,"En vigencia",1809
1810,San Diego,"En vigencia",1810
1811,San Diego,"En vigencia",1811
1812,El Condado,"En vigencia",1812
1813,San Diego,"En vigencia",1813
1814,San Diego,"En vigencia",1814
1815,San Diego,"En vigencia",1815
1816,San Juan,"En vigencia",1816
1817,San Diego,"En vigencia",1817
1818,San Diego,"En vigencia",1818
1819,Ponceano,"En vigencia",1819
1820,Jipijapa,"En vigencia",1820
1821,San Diego,"En vigencia",1821
1822,Calderón,"En vigencia",1822
1823,San Diego,"En vigencia",1823
1824,San Roque,"En vigencia",1824
1825,San Diego,"En vigencia",1825
1826,San Diego,"En vigencia",1826
1827,Chimbacalle,"En vigencia",1827
1828,San Diego,"En vigencia",1828
1829,San Diego,"En vigencia",1829
1830,San Diego,"En vigencia",1830
1831,San Diego,"En vigencia",1831
1832,San Diego,"En vigencia",1832
1833,San Diego,"En vigencia",1833
1834,San Diego,"En vigencia",1834
1835,San Roque,"En vigencia",1835
1836,San Diego,"En vigencia",1836
1837,San Diego,"En vigencia",1837
1838,San Diego,"En vigencia",1838
1839,San Roque,"En vigencia",1839
1840,San Diego,"En vigencia",1840
1841,San Diego,"En vigencia",1841
1842,San Diego,"En vigencia",1842
1843,La Magdalena,"En vigencia",1843
1844,San Diego,"En vigencia",1844
1845,La Magdalena,"En vigencia",1845
1846,Jipijapa,"En vigencia",1846
1847,San Roque,"En vigencia",1847
1848,Belisario Quevedo,"En vigencia",1848
1849,San Diego,"En vigencia",1849
1850,Belisario Quevedo,"En vigencia",1850
1851,San Diego,"En vigencia",1851
1852,San Diego,"En vigencia",1852
1853,San Diego,"En vigencia",1853
1854,San Roque,"En vigencia",1854
1855,La Ferroviaria,"En vigencia",1855
1856,San Diego,"En vigencia",1856
1857,San Diego,"En vigencia",1857
1858,San Diego,"En vigencia",1858
1859,San Diego,"En vigencia",1859
1860,San Diego,"En vigencia",1860
1861,San Diego,"En vigencia",1861
1862,San Diego,"En vigencia",1862
1863,San Diego,"En vigencia",1863
1864,Centro Histórico,"En vigencia",1864
1865,San Diego,"En vigencia",1865
1866,San Diego,"En vigencia",1866
1867,San Roque,"No existe",1867
1868,El Condado,"En vigencia",1868
1869,Belisario Quevedo,"En vigencia",1869
1870,San Diego,"En vigencia",1870
1871,Comité del Pueblo,"En vigencia",1871
1872,San Diego,"En vigencia",1872
1873,San Juan,"En vigencia",1873
1874,San Diego,"En vigencia",1874
1875,San Diego,"En vigencia",1875
1876,Calderón,"En vigencia",1876
1877,San Diego,"En vigencia",1877
1878,San Diego,"En vigencia",1878
1879,Cotocollao,"En vigencia",1879
1880,Ponceano,"En vigencia",1880
1881,Calderón,"En vigencia",1881
1882,San Diego,"En vigencia",1882
1883,San Diego,"En vigencia",1883
1884,San Diego,"En vigencia",1884
1885,La Mena,"En vigencia",1885
1886,San Diego,"En vigencia",1886
1887,San Diego,"En vigencia",1887
1888,San Diego,"En vigencia",1888
1889,San Diego,"En vigencia",1889
1890,Puengasí,"En vigencia",1890
1891,San Diego,"En vigencia",1891
1892,Rumipamba,"En vigencia",1892
1893,San Diego,"En vigencia",1893
1894,Puengasí,"No existe",1894
1895,San Diego,"En vigencia",1895
1896,Puengasí,"En vigencia",1896
1897,San Diego,"En vigencia",1897
1898,San Diego,"En vigencia",1898
1899,San Diego,"En vigencia",1899
1900,San Diego,"En vigencia",1900
1901,San Diego,"En vigencia",1901
1902,San Diego,"En vigencia",1902
1903,San Diego,"En vigencia",1903
1904,San Diego,"En vigencia",1904
1905,Belisario Quevedo,"En vigencia",1905
1906,Cotocollao,"En vigencia",1906
1907,San Diego,"No existe",1907
1908,San Diego,"En vigencia",1908
1909,San Diego,"En vigencia",1909
1910,San Diego,"En vigencia",1910
1911,San Diego,"En vigencia",1911
1912,San Roque,"En vigencia",1912
1913,San Diego,"En vigencia",1913
1914,San Diego,"En vigencia",1914
1915,San Diego,"En vigencia",1915
1916,La Ecuatoriana,"En vigencia",1916
1917,San Diego,"En vigencia",1917
1918,San Diego,"En vigencia",1918
1919,Turubamba,"En vigencia",1919
1920,San Diego,"En vigencia",1920
1921,San Diego,"En vigencia",1921
1922,San Diego,"En vigencia",1922
1923,San Diego,"En vigencia",1923
1924,San Diego,"En vigencia",1924
1925,San Diego,"En vigencia",1925
1926,Carcelén,"En vigencia",1926
1927,San Roque,"En vigencia",1927
1928,San Diego,"En vigencia",1928
1929,Chilibulo,"En vigencia",1929
1930,San Diego,"En vigencia",1930
1931,San Diego,"En vigencia",1931
1932,Calderón,"En vigencia",1932
1933,Mariscal Sucre,"En vigencia",1933
1934,San Roque,"En vigencia",1934
1935,San Roque,"En vigencia",1935
1936,Rumipamba,"En vigencia",1936
1937,La Argelia,"En vigencia",1937
1938,Chillogallo,"En vigencia",1938
1939,San Diego,"En vigencia",1939
1940,Calderón,"En vigencia",1940
1941,San Diego,"En vigencia",1941
1942,San Diego,"En vigencia",1942
1943,San Diego,"En vigencia",1943
1944,San Diego,"En vigencia",1944
1945,San Diego,"En vigencia",1945
1946,Mariscal Sucre,"En vigencia",1946
1947,San Diego,"En vigencia",1947
1948,La Mena,"En vigencia",1948
1949,Calderón,"En vigencia",1949
1950,Mariscal Sucre,"En vigencia",1950
1951,Jipijapa,"En vigencia",1951
1952,La Mena,"En vigencia",1952
1953,San Diego,"En vigencia",1953
1954,San Diego,"En vigencia",1954
1955,San Diego,"En vigencia",1955
1956,Ponceano,"En vigencia",1956
1957,San Diego,"En vigencia",1957
1958,La Ferroviaria,"En vigencia",1958
1959,Mariscal Sucre,"En vigencia",1959
1960,Ponceano,"En vigencia",1960
1961,San Juan,"En vigencia",1961
1962,San Diego,"En vigencia",1962
1963,San Diego,"En vigencia",1963
1964,San Juan,"En vigencia",1964
1965,San Diego,"En vigencia",1965
1966,San Diego,"En vigencia",1966
1967,San Diego,"En vigencia",1967
1968,San Roque,"En vigencia",1968
1969,Puengasí,"En vigencia",1969
1970,San Diego,"En vigencia",1970
1971,San Diego,"En vigencia",1971
1972,San Roque,"En vigencia",1972
1973,San Diego,"En vigencia",1973
1974,San Diego,"En vigencia",1974
1975,Kennedy,"En vigencia",1975
1976,San Diego,"En vigencia",1976
1977,Chillogallo,"En vigencia",1977
1978,Chilibulo,"En vigencia",1978
1979,San Diego,"En vigencia",1979
1980,San Bartolo,"En vigencia",1980
1981,San Diego,"En vigencia",1981
1982,San Diego,"En vigencia",1982
1983,San Roque,"En vigencia",1983
1984,La Ecuatoriana,"En vigencia",1984
1985,Solanda,"En vigencia",1985
1986,San Diego,"En vigencia",1986
1987,Rumipamba,"En vigencia",1987
1988,Cochapamba,"En vigencia",1988
1989,La Mena,"En vigencia",1989
1990,Rumipamba,"En vigencia",1990
1991,San Diego,"En vigencia",1991
1992,Iñaquito,"En vigencia",1992
1993,Kennedy,"En vigencia",1993
1994,San Roque,"En vigencia",1994
1995,San Diego,"En vigencia",1995
1996,San Diego,"En vigencia",1996
1997,San Diego,"En vigencia",1997
1998,San Diego,"En vigencia",1998
1999,San Diego,"En vigencia",1999
2000,San Diego,"En vigencia",2000
2001,San Diego,"En vigencia",2001
2002,Comité del Pueblo,"En vigencia",2002
2003,Iñaquito,"En vigencia",2003
2004,San Diego,"En vigencia",2004
2005,Centro Histórico,"En vigencia",2005
2006,San Diego,"En vigencia",2006
2007,Solanda,"En vigencia",2007
2008,San Diego,"En vigencia",2008
2009,San Diego,"En vigencia",2009
2010,San Diego,"En vigencia",2010
2011,San Diego,"En vigencia",2011
2012,San Diego,"En vigencia",2012
2013,Itchimbía,"En vigencia",2013
2014,San Diego,"En vigencia",2014
2015,San Diego,"En vigencia",2015
2016,San Diego,"En vigencia",2016
2017,San Diego,"En vigencia",2017
2018,San Diego,"En vigencia",2018
2019,Carcelén,"En vigencia",2019
2020,San Diego,"En vigencia",2020
2021,San Roque,"En vigencia",2021
2022,La Magdalena,"En vigencia",2022
2023,San Roque,"En vigencia",2023
2024,La Ferroviaria,"En vigencia",2024
2025,San Diego,"No existe",2025
2026,Chilibulo,"En vigencia",2026
2027,San Diego,"En vigencia",2027
2028,San Diego,"En vigencia",2028
2029,San Diego,"En vigencia",2029
2030,San Diego,"En vigencia",2030
2031,San Roque,"En vigencia",2031
2032,San Diego,"En vigencia",2032
2033,San Diego,"En vigencia",2033
2034,Calderón,"En vigencia",2034
2035,San Roque,"En vigencia",2035
2036,San Roque,"En vigencia",2036
2037,San Diego,"En vigencia",2037
2038,Puengasí,"En vigencia",2038
2039,Rumipamba,"En vigencia",2039
2040,San Diego,"En vigencia",2040
2041,San Diego,"En vigencia",2041
2042,San Diego,"En vigencia",2042
2043,San Diego,"En vigencia",2043
2044,San Roque,"En vigencia",2044
2045,San Diego,"En vigencia",2045
2046,San Diego,"En vigencia",2046
2047,Comité del Pueblo,"En vigencia",2047
2048,El Condado,"En vigencia",2048
2049,Quitumbe,"En vigencia",2049
2050,San Diego,"En vigencia",2050
2051,Mariscal Sucre,"En vigencia",2051
2052,San Diego,"En vigencia",2052
2053,Iñaquito,"En vigencia",2053
2054,San Diego,"En vigencia",2054
2055,San Diego,"En vigencia",2055
2056,San Diego,"En vigencia",2056
2057,San Roque,"En vigencia",2057
2058,San Diego,"En vigencia",2058
2059,San Diego,"En vigencia",2059
2060,San Diego,"En vigencia",2060
2061,San Diego,"En vigencia",2061
2062,San Diego,"En vigencia",2062
2063,San Roque,"En vigencia",2063
2064,San Diego,"En vigencia",2064
2065,San Diego,"En vigencia",2065
2066,San Diego,"En vigencia",2066
2067,San Diego,"En vigencia",2067
2068,San Diego,"En vigencia",2068
2069,Itchimbía,"En vigencia",2069
2070,San Roque,"En vigencia",2070
2071,Chilibulo,"En vigencia",2071
2072,San Diego,"En vigencia",2072
2073,San Roque,"En vigencia",2073
2074,San Diego,"En vigencia",2074
2075,Itchimbía,"En vigencia",2075
2076,San Diego,"En vigencia",2076
2077,San Diego,"En vigencia",2077
2078,San Diego,"En vigencia",2078
2079,Itchimbía,"En vigencia",2079
2080,San Roque,"En vigencia",2080
2081,San Diego,"En vigencia",2081
2082,San Diego,"En vigencia",2082
2083,San Diego,"En vigencia",2083
2084,San Diego,"En vigencia",2084
2085,La Magdalena,"En vigencia",2085
2086,San Diego,"En vigencia",2086
2087,San Diego,"En vigencia",2087
2088,San Diego,"En vigencia",2088
2089,San Diego,"En vigencia",2089
2090,Carcelén,"En vigencia",2090
2091,San Diego,"No existe",2091
2092,San Diego,"En vigencia",2092
2093,San Diego,"En vigencia",2093
2094,San Diego,"En vigencia",2094
2095,San Juan,"En vigencia",2095
2096,San Diego,"En vigencia",2096
2097,San Diego,"En vigencia",2097
2098,San Diego,"En vigencia",2098
2099,San Diego,"En vigencia",2099
2100,Mariscal Sucre,"En vigencia",2100
2101,San Roque,"En vigencia",2101
2102,San Roque,"En vigencia",2102
2103,Centro Histórico,"En vigencia",2103
2104,San Diego,"En vigencia",2104
2105,La Libertad,"En vigencia",2105
2106,San Diego,"No existe",2106
2107,San Diego,"En vigencia",2107
2108,San Diego,"En vigencia",2108
2109,San Diego,"En vigencia",2109
2110,San Diego,"En vigencia",2110
2111,San Roque,"En vigencia",2111
2112,San Diego,"En vigencia",2112
2113,San Diego,"En vigencia",2113
2114,San Roque,"En vigencia",2114
2115,San Diego,"En vigencia",2115
2116,San Diego,"En vigencia",2116
2117,San Diego,"En vigencia",2117
2118,San Diego,"En vigencia",2118
2119,San Diego,"En vigencia",2119
2120,Cochapamba,"En vigencia",2120
2121,San Diego,"No existe",2121
2122,San Diego,"En vigencia",2122
2123,San Diego,"En vigencia",2123
2124,San Diego,"En vigencia",2124
2125,San Diego,"En vigencia",2125
2126,San Diego,"No existe",2126
2127,Mariscal Sucre,"En vigencia",2127
2128,San Diego,"En vigencia",2128
2129,San Diego,"En vigencia",2129
2130,San Diego,"En vigencia",2130
2131,Solanda,"En vigencia",2131
2132,Cochapamba,"En vigencia",2132
2133,San Diego,"En vigencia",2133
2134,San Diego,"En vigencia",2134
2135,San Diego,"En vigencia",2135
2136,Comité del Pueblo,"En vigencia",2136
2137,San Roque,"En vigencia",2137
2138,San Diego,"En vigencia",2138
2139,San Diego,"En vigencia",2139
2140,San Roque,"En vigencia",2140
2141,San Diego,"En vigencia",2141
2142,San Diego,"En vigencia",2142
2143,Puengasí,"En vigencia",2143
2144,El Condado,"En vigencia",2144
2145,La Libertad,"En vigencia",2145
2146,San Diego,"En vigencia",2146
2147,San Diego,"En vigencia",2147
2148,San Diego,"En vigencia",2148
2149,San Diego,"En vigencia",2149
2150,San Roque,"En vigencia",2150
2151,San Diego,"En vigencia",2151
2152,La Concepción,"No existe",2152
2153,San Diego,"En vigencia",2153
2154,San Diego,"En vigencia",2154
2155,San Diego,"En vigencia",2155
2156,San Diego,"En vigencia",2156
2157,San Diego,"En vigencia",2157
2158,San Diego,"En vigencia",2158
2159,San Diego,"En vigencia",2159
2160,San Roque,"En vigencia",2160
2161,San Diego,"En vigencia",2161
2162,San Diego,"En vigencia",2162
2163,San Diego,"En vigencia",2163
2164,San Diego,"En vigencia",2164
2165,San Diego,"En vigencia",2165
2166,Chilibulo,"En vigencia",2166
2167,San Diego,"En vigencia",2167
2168,La Argelia,"En vigencia",2168
2169,San Diego,"En vigencia",2169
2170,San Diego,"En vigencia",2170
2171,San Diego,"En vigencia",2171
2172,San Diego,"En vigencia",2172
2173,San Diego,"En vigencia",2173
2174,San Diego,"En vigencia",2174
2175,La Magdalena,"En vigencia",2175
2176,Iñaquito,"En vigencia",2176
2177,San Diego,"En vigencia",2177
2178,Mariscal Sucre,"En vigencia",2178
2179,San Diego,"En vigencia",2179
2180,San Diego,"En vigencia",2180
2181,Chilibulo,"En vigencia",2181
2182,San Diego,"En vigencia",2182
2183,San Diego,"En vigencia",2183
2184,San Diego,"En vigencia",2184
2185,San Diego,"En vigencia",2185
2186,San Diego,"En vigencia",2186
2187,Kennedy,"En vigencia",2187
2188,San Diego,"En vigencia",2188
2189,San Diego,"En vigencia",2189
2190,La Ferroviaria,"En vigencia",2190
2191,San Diego,"En vigencia",2191
2192,San Diego,"En vigencia",2192
2193,San Diego,"En vigencia",2193
2194,La Magdalena,"En vigencia",2194
2195,San Bartolo,"En vigencia",2195
2196,San Diego,"En vigencia",2196
2197,Puengasí,"En vigencia",2197
2198,San Diego,"En vigencia",2198
2199,San Diego,"En vigencia",2199
2200,Iñaquito,"En vigencia",2200
2201,San Diego,"En vigencia",2201
2202,San Roque,"En vigencia",2202
2203,La Ecuatoriana,"En vigencia",2203
2204,San Diego,"En vigencia",2204
2205,San Roque,"En vigencia",2205
2206,Guamaní,"En vigencia",2206
2207,San Diego,"En vigencia",2207
2208,San Roque,"En vigencia",2208
2209,La Argelia,"En vigencia",2209
2210,Puengasí,"En vigencia",2210
2211,San Diego,"En vigencia",2211
2212,San Diego,"En vigencia",2212
2213,San Diego,"En vigencia",2213
2214,San Diego,"En vigencia",2214
2215,San Diego,"En vigencia",2215
2216,San Roque,"En vigencia",2216
2217,San Diego,"En vigencia",2217
2218,La Ferroviaria,"En vigencia",2218
2219,Turubamba,"En vigencia",2219
2220,San Roque,"En vigencia",2220
2221,San Diego,"En vigencia",2221
2222,Guamaní,"En vigencia",2222
2223,San Diego,"En vigencia",2223
2224,Chillogallo,"En vigencia",2224
2225,Chillogallo,"En vigencia",2225
2226,San Diego,"En vigencia",2226
2227,San Diego,"En vigencia",2227
2228,San Diego,"En vigencia",2228
2229,San Diego,"En vigencia",2229
2230,San Diego,"En vigencia",2230
2231,San Diego,"En vigencia",2231
2232,San Diego,"En vigencia",2232
2233,San Roque,"En vigencia",2233
2234,San Diego,"En vigencia",2234
2235,San Diego,"En vigencia",2235
2236,San Diego,"En vigencia",2236
2237,Calderón,"En vigencia",2237
2238,San Diego,"En vigencia",2238
2239,La Mena,"En vigencia",2239
2240,San Diego,"En vigencia",2240
2241,San Diego,"En vigencia",2241
2242,Belisario Quevedo,"En vigencia",2242
2243,San Diego,"En vigencia",2243
2244,La Magdalena,"En vigencia",2244
2245,San Diego,"En vigencia",2245
2246,San Diego,"En vigencia",2246
2247,La Ecuatoriana,"En vigencia",2247
2248,San Roque,"En vigencia",2248
2249,Iñaquito,"En vigencia",2249
2250,San Diego,"En vigencia",2250
2251,San Diego,"En vigencia",2251
2252,San Diego,"En vigencia",2252
2253,San Diego,"En vigencia",2253
2254,San Diego,"En vigencia",2254
2255,La Ferroviaria,"En vigencia",2255
2256,San Diego,"En vigencia",2256
2257,La Concepción,"En vigencia",2257
2258,San Diego,"En vigencia",2258
2259,San Diego,"En vigencia",2259
2260,Kennedy,"En vigencia",2260
2261,San Diego,"En vigencia",2261
2262,San Diego,"En vigencia",2262
2263,San Diego,"En vigencia",2263
2264,San Diego,"En vigencia",2264
2265,San Diego,"En vigencia",2265
2266,San Diego,"En vigencia",2266
2267,San Diego,"En vigencia",2267
2268,San Diego,"En vigencia",2268
2269,San Diego,"En vigencia",2269
2270,San Juan,"En vigencia",2270
2271,San Juan,"En vigencia",2271
2272,San Diego,"En vigencia",2272
2273,La Magdalena,"En vigencia",2273
2274,San Diego,"En vigencia",2274
2275,San Diego,"En vigencia",2275
2276,San Diego,"En vigencia",2276
2277,San Bartolo,"En vigencia",2277
2278,La Ferroviaria,"En vigencia",2278
2279,San Diego,"En vigencia",2279
2280,San Bartolo,"En vigencia",2280
2281,San Diego,"En vigencia",2281
2282,Chillogallo,"En vigencia",2282
2283,San Diego,"En vigencia",2283
2284,San Diego,"En vigencia",2284
2285,San Diego,"En vigencia",2285
2286,Turubamba,"En vigencia",2286
2287,San Diego,"En vigencia",2287
2288,San Diego,"En vigencia",2288
2289,San Diego,"En vigencia",2289
2290,San Diego,"En vigencia",2290
2291,Guamaní,"En vigencia",2291
2292,San Diego,"En vigencia",2292
2293,Guamaní,"En vigencia",2293
2294,San Diego,"En vigencia",2294
2295,San Diego,"En vigencia",2295
2296,San Diego,"En vigencia",2296
2297,San Diego,"En vigencia",2297
2298,San Diego,"En vigencia",2298
2299,San Diego,"En vigencia",2299
2300,San Diego,"En vigencia",2300
2301,San Diego,"En vigencia",2301
2302,San Diego,"En vigencia",2302
2303,San Roque,"En vigencia",2303
2304,San Diego,"En vigencia",2304
2305,La Magdalena,"No existe",2305
2306,San Diego,"En vigencia",2306
2307,La Magdalena,"En vigencia",2307
2308,San Diego,"En vigencia",2308
2309,San Diego,"En vigencia",2309
2310,San Diego,"En vigencia",2310
2311,San Diego,"En vigencia",2311
2312,Cochapamba,"En vigencia",2312
2313,San Diego,"En vigencia",2313
2314,San Diego,"No existe",2314
2315,San Diego,"En vigencia",2315
2316,La Argelia,"En vigencia",2316
2317,San Diego,"En vigencia",2317
2318,San Diego,"En vigencia",2318
2319,Quitumbe,"En vigencia",2319
2320,Cotocollao,"En vigencia",2320
2321,Solanda,"En vigencia",2321
2322,San Diego,"En vigencia",2322
2323,Mariscal Sucre,"En vigencia",2323
2324,San Diego,"En vigencia",2324
2325,La Argelia,"En vigencia",2325
2326,San Bartolo,"En vigencia",2326
2327,San Diego,"En vigencia",2327
2328,Mariscal Sucre,"En vigencia",2328
2329,San Diego,"En vigencia",2329
2330,San Diego,"En vigencia",2330
2331,San Diego,"En vigencia",2331
2332,San Roque,"En vigencia",2332
2333,San Diego,"En vigencia",2333
2334,San Diego,"En vigencia",2334
2335,San Diego,"En vigencia",2335
2336,Quitumbe,"En vigencia",2336
2337,Quitumbe,"En vigencia",2337
2338,Quitumbe,"En vigencia",2338
2339,San Diego,"En vigencia",2339
2340,San Diego,"En vigencia",2340
2341,San Juan,"En vigencia",2341
2342,San Diego,"En vigencia",2342
2343,San Diego,"En vigencia",2343
2344,San Diego,"En vigencia",2344
2345,San Diego,"En vigencia",2345
2346,San Diego,"En vigencia",2346
2347,San Diego,"En vigencia",2347
2348,San Diego,"No existe",2348
2349,Cochapamba,"En vigencia",2349
2350,San Diego,"En vigencia",2350
2351,San Diego,"En vigencia",2351
2352,Comité del Pueblo,"En vigencia",2352
2353,San Diego,"En vigencia",2353
2354,San Diego,"En vigencia",2354
2355,San Diego,"En vigencia",2355
2356,San Diego,"En vigencia",2356
2357,San Diego,"En vigencia",2357
2358,San Diego,"En vigencia",2358
2359,San Diego,"En vigencia",2359
2360,San Diego,"En vigencia",2360
2361,San Diego,"En vigencia",2361
2362,San Diego,"En vigencia",2362
2363,San Diego,"No existe",2363
2364,La Magdalena,"En vigencia",2364
2365,San Diego,"En vigencia",2365
2366,Cochapamba,"En vigencia",2366
2367,San Diego,"En vigencia",2367
